ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
501,11765.7,82.22,4,4.97,76.48,10,2.87,8.39,0.95,87.55,9,1583.37,0.378,2.65,117.28,1
805,13519.01,92.17,3,3.22,89.84,7,0.94,7.67,1.52,81.21,4,3563.07,0.161,5.75,300.25,1
997,11927.27,99.18,2,0.88,72.5,21,1.84,3.66,4.48,85.83,2,2204.72,0.468,3.88,236.1,0
816,14881.3,88.04,4,0.79,86.53,15,1.34,9.45,1.86,84.84,9,3300.68,0.457,6.74,214.02,1
939,13315.99,81.02,4,0.84,69.49,24,4.14,5.23,7.36,97.4,10,4735.15,0.455,2.91,207.85,1
952,9810.73,98.47,4,3.15,72.94,23,0.72,9.1,0.58,89.28,3,2165.39,0.292,8.16,359.58,1
181,10185.96,97.67,0,4.14,94.42,10,3.23,6.84,5.5,93.67,1,3049.97,0.168,6.16,271.7,0
328,10678.89,90.44,3,2.31,70.02,18,4.92,6.21,3.83,99.24,1,4227.25,0.402,9.62,270.32,1
750,6419.6,91.05,5,2.5,98.57,12,3.44,3.28,4.65,85.98,6,3766.87,0.255,7.41,163.67,1
631,7490.94,84.23,4,3.15,72.25,12,0.4,9.31,4.25,95.22,3,4005.91,0.238,6.47,484.75,1
145,15846.71,96.39,1,2.9,60.94,18,4.54,6.45,1.53,80.46,6,4090.28,0.256,8.46,189.57,1
185,10836.45,89.97,2,3.6,70.2,17,3.22,2.05,2.2,82.08,8,3159.66,0.324,2.98,262.44,1
569,8218.08,80.68,5,2.62,66.85,22,2.28,2.15,0.65,83.24,0,3144.25,0.233,6.69,176.08,1
655,13440.09,93.66,0,3.71,80.27,19,3.3,8.22,1.15,86.25,9,3875.56,0.376,4.51,381.26,1
251,16333.09,99.01,3,4.99,64.51,15,4.4,3.3,9.78,88.06,0,3790.59,0.359,7.69,274.45,1
254,8861.34,96.58,0,2.08,85.04,22,2.39,6.79,2.8,89.54,1,3680.23,0.304,1.22,265.46,0
216,17401.85,85.54,5,0.55,95.0,2,2.66,7.45,3.07,84.91,7,2528.54,0.122,4.85,450.04,1
609,18912.57,81.07,0,1.07,74.5,19,2.26,4.23,1.27,81.32,6,4314.17,0.475,6.87,403.79,1
107,13960.92,98.81,0,2.99,66.74,9,0.36,6.55,7.55,93.55,10,1944.81,0.265,5.15,307.95,1
615,15034.21,98.74,1,2.05,76.0,10,3.94,3.92,9.24,80.47,6,1622.93,0.28,3.14,287.44,1
528,5788.64,90.65,1,4.73,91.44,19,0.63,9.57,7.9,96.19,4,2380.65,0.282,5.18,483.96,0
519,19182.8,92.85,2,3.32,83.66,6,1.97,8.88,6.13,98.58,7,2015.32,0.246,8.65,482.58,1
712,10887.27,89.25,1,2.84,64.05,22,1.93,4.3,8.13,94.21,8,3652.73,0.37,2.86,381.91,1
570,18858.51,88.4,2,4.09,81.49,12,1.4,6.23,4.04,91.92,7,1924.07,0.106,4.3,404.06,1
755,13684.66,82.39,3,1.66,78.72,8,2.01,6.01,8.59,93.14,4,3625.96,0.449,9.91,459.64,1
788,5069.28,81.94,3,4.19,73.08,8,3.09,9.68,7.99,93.04,10,3052.89,0.141,9.22,485.72,1
929,5578.13,84.65,5,0.51,64.41,10,1.56,5.15,0.02,98.63,3,1609.8,0.5,1.31,132.91,0
820,15206.28,96.73,2,3.29,99.24,23,0.86,6.5,4.88,99.29,3,2033.59,0.351,5.77,498.94,0
566,13440.02,82.92,3,4.71,67.04,2,4.35,9.43,2.65,88.53,3,3086.91,0.126,1.59,381.21,1
543,5397.99,84.53,4,4.05,67.71,12,4.85,3.3,0.86,92.34,3,3932.42,0.325,9.32,337.1,1
312,16151.9,90.97,1,4.34,65.82,20,2.29,6.4,8.46,96.06,2,2593.01,0.233,4.97,265.27,1
640,17782.18,84.3,4,2.29,82.81,11,1.64,2.85,0.08,80.02,6,1931.33,0.481,4.77,234.56,1
225,12446.26,83.26,5,4.21,77.75,14,0.24,6.94,7.3,90.54,8,2180.31,0.402,3.46,421.68,1
939,11986.36,91.27,1,2.98,69.98,8,0.18,4.93,9.88,93.06,4,1380.47,0.303,6.12,361.77,1
861,5082.1,87.36,1,3.28,77.18,3,1.96,9.74,4.82,94.34,10,1100.6,0.272,2.3,180.28,1
207,16799.75,92.52,2,0.77,86.94,15,4.65,5.32,3.71,87.38,5,4892.52,0.498,8.19,343.96,1
808,9960.74,98.24,1,1.41,71.27,22,3.65,3.09,6.06,85.91,5,1385.64,0.367,5.42,156.47,1
205,18181.45,83.02,3,2.98,96.61,13,1.75,8.67,8.05,83.64,0,1499.55,0.306,6.1,298.75,1
749,10595.91,98.27,5,0.76,72.25,10,4.84,8.57,2.4,91.16,9,4483.86,0.259,8.57,333.38,1
179,13476.17,98.05,3,3.84,67.93,3,2.14,7.56,2.51,98.39,1,3654.02,0.23,2.67,354.27,1
539,9055.13,96.58,0,4.28,98.18,23,1.38,7.99,6.07,97.92,1,2744.29,0.382,2.58,158.1,0
692,7408.82,92.63,1,4.64,92.42,21,2.13,4.12,9.4,87.2,10,3596.09,0.335,4.79,138.24,1
756,16623.62,92.4,4,0.96,73.73,22,1.06,7.14,2.98,85.16,5,4739.94,0.439,8.08,203.48,1
477,12448.86,92.78,1,4.73,93.66,8,4.43,2.3,3.77,95.78,0,1397.51,0.321,1.53,342.81,1
930,13047.32,93.81,3,0.8,80.75,15,1.81,3.58,9.93,94.5,4,1974.84,0.333,8.16,472.67,1
797,19481.24,80.33,4,2.63,73.87,10,3.29,9.46,1.76,90.11,6,4441.2,0.291,5.51,411.65,1
287,19453.7,99.16,1,4.28,93.58,5,1.95,7.91,0.77,87.78,0,4122.56,0.405,6.06,398.28,0
704,17834.63,91.71,3,0.82,90.09,5,4.51,3.85,5.9,82.48,8,4977.03,0.266,6.08,232.09,1
758,7814.14,95.63,2,0.58,71.91,9,3.21,2.89,0.24,95.7,7,2255.64,0.441,1.51,144.68,0
400,13914.09,87.55,0,0.61,84.27,13,2.44,9.59,1.8,92.35,0,4779.55,0.231,3.25,456.78,0
765,18172.21,80.25,2,2.8,74.78,3,0.66,2.9,6.22,87.54,6,2374.76,0.377,7.8,300.34,1
909,10616.96,90.19,2,4.15,60.04,17,4.51,4.06,6.6,98.38,2,3860.37,0.457,4.71,140.2,1
836,6516.59,90.14,0,1.07,98.47,11,2.73,3.46,5.1,93.19,8,4530.97,0.408,6.04,313.99,0
787,17164.44,88.74,5,1.06,81.99,22,1.43,2.06,3.84,98.58,4,1683.13,0.237,9.5,370.16,1
671,12226.45,86.79,3,3.06,83.94,6,4.39,4.51,5.76,89.49,2,1822.55,0.383,1.42,227.96,1
343,13465.89,85.0,0,1.55,84.0,1,0.27,9.79,6.43,89.09,5,3323.83,0.183,5.05,103.7,0
816,19732.16,90.55,5,3.79,82.03,7,1.57,4.74,8.03,98.74,4,4375.3,0.123,4.25,348.64,1
428,14108.17,87.51,5,4.77,71.6,24,2.68,6.03,7.93,99.2,3,1315.8,0.417,1.96,116.04,1
579,11374.69,99.4,0,3.95,98.86,8,1.7,7.97,6.65,99.22,9,4403.52,0.423,9.56,273.12,1
383,10549.77,83.46,0,4.45,84.87,17,2.38,6.41,8.94,96.38,7,2372.48,0.109,9.65,429.91,1
382,11264.29,86.39,2,2.84,86.84,21,1.32,7.95,8.38,89.25,5,2624.91,0.479,3.8,499.54,1
242,6775.99,85.88,3,4.25,78.19,7,0.65,7.29,1.33,84.21,2,2359.44,0.278,9.52,248.12,1
966,16921.26,90.87,4,1.32,71.51,16,0.18,6.87,9.57,87.67,6,4645.92,0.462,1.32,108.05,1
233,17565.75,89.99,2,0.81,62.57,5,0.79,7.2,8.92,98.77,0,1523.18,0.415,9.83,297.16,0
177,9265.96,92.87,3,3.45,74.01,9,4.76,8.39,3.21,87.27,9,3297.1,0.46,8.52,210.51,1
943,9556.95,99.0,0,0.73,67.04,7,2.88,7.68,0.2,95.13,0,1592.43,0.433,2.93,457.11,0
600,18115.01,85.7,3,4.52,86.48,16,2.44,8.33,6.04,98.46,7,4714.38,0.49,6.4,384.6,1
494,5359.56,93.86,5,3.61,95.16,21,1.92,3.16,4.38,99.41,3,4191.73,0.352,8.18,261.73,0
764,12806.86,80.5,3,4.78,72.11,6,3.54,7.42,7.5,98.95,7,1935.28,0.191,3.87,404.81,1
445,11955.14,85.25,2,1.91,73.32,7,0.71,7.9,5.25,91.1,3,2191.11,0.256,4.18,236.48,0
215,15351.9,89.27,1,2.69,86.81,20,1.38,4.4,0.76,89.84,0,2526.06,0.401,6.66,308.71,0
757,7450.88,80.62,5,3.84,65.97,11,3.28,9.0,2.45,99.75,10,2621.67,0.163,2.32,469.11,1
258,15024.96,92.35,0,1.59,97.18,12,2.4,4.44,8.83,84.36,8,4269.37,0.472,2.06,180.06,0
598,10651.01,93.57,1,2.94,74.55,17,3.85,3.95,0.38,83.75,0,3258.13,0.182,3.25,225.22,1
955,14280.72,94.93,0,3.47,64.05,3,4.49,8.94,7.37,99.26,0,2711.8,0.45,7.67,454.24,1
943,5601.43,90.33,5,4.9,66.99,21,4.12,3.98,2.92,93.78,5,3877.78,0.293,4.3,284.75,1
425,11925.91,92.08,2,3.85,97.31,9,0.92,5.32,4.53,90.73,10,2831.46,0.436,5.57,227.16,0
803,12833.76,87.92,5,1.03,69.88,16,0.46,4.94,5.31,82.64,6,1512.96,0.483,2.76,114.92,1
652,8214.9,80.83,3,2.64,86.49,10,0.85,9.18,2.5,90.26,0,1429.96,0.269,2.75,267.58,0
531,7094.35,82.0,3,3.15,66.25,18,3.92,5.64,6.52,98.88,7,2303.83,0.379,6.85,300.24,1
226,7827.11,93.1,3,1.16,67.76,15,4.57,7.55,6.93,92.06,4,3411.48,0.191,1.98,262.53,1
439,10162.12,99.91,1,2.44,95.17,4,4.63,8.35,0.85,88.09,7,1539.37,0.42,7.01,210.98,0
687,6452.15,80.32,3,1.78,65.92,4,1.49,7.02,3.74,91.02,3,3200.54,0.428,4.61,247.65,1
988,19209.8,91.15,4,1.03,60.75,21,4.2,9.55,7.44,97.72,0,2078.44,0.218,7.04,356.98,1
104,11074.91,95.02,5,2.8,80.05,12,2.68,8.42,7.22,98.26,0,3781.65,0.11,4.44,456.51,1
746,17134.54,96.54,3,1.25,94.51,6,4.11,5.2,5.45,88.0,6,1113.05,0.272,8.61,359.87,1
862,19616.26,90.9,5,3.16,73.04,3,2.74,9.61,7.78,92.16,6,2876.09,0.168,1.5,358.46,1
957,6211.03,92.4,5,1.26,65.13,3,0.73,6.2,1.08,85.58,3,1209.06,0.427,9.04,426.75,1
481,14775.04,93.93,3,3.76,99.29,22,0.4,2.18,1.18,89.02,0,2322.03,0.204,3.42,166.06,0
206,18071.14,97.18,2,1.38,87.07,24,4.79,4.08,6.57,84.4,8,1062.3,0.477,1.38,220.44,0
344,14513.52,82.45,0,4.53,94.03,9,2.13,6.97,6.93,90.63,1,2876.4,0.489,6.06,120.24,1
866,11435.39,98.52,1,0.62,90.09,5,1.75,3.25,8.15,91.56,2,4068.06,0.464,3.02,239.86,0
891,11466.15,80.52,5,2.85,87.93,10,1.78,6.67,1.81,86.76,4,1400.88,0.34,5.13,499.53,1
674,5538.48,96.72,0,1.94,75.38,3,1.89,4.89,5.17,85.44,7,3940.89,0.207,8.22,231.72,1
210,13019.01,81.53,2,1.51,72.97,13,4.72,6.28,6.61,83.02,10,3336.78,0.423,8.12,443.91,1
209,19903.14,83.89,4,2.62,88.68,15,0.31,2.01,2.24,82.79,6,3018.42,0.381,6.4,134.31,1
530,19380.61,80.08,1,4.29,88.67,24,0.6,8.79,5.17,94.23,10,3397.93,0.491,9.8,283.88,1
630,5605.99,88.91,5,4.62,98.02,7,3.95,4.9,6.38,84.43,7,2343.59,0.251,5.17,240.59,1
129,15586.96,86.69,3,1.86,82.75,4,2.75,3.12,2.14,82.36,9,3841.36,0.124,1.35,180.63,1
718,9526.47,83.32,0,1.19,71.78,3,0.64,5.5,3.76,99.98,1,4118.66,0.499,8.37,249.0,0
590,18544.84,89.02,1,3.74,79.58,9,0.17,5.89,2.16,85.2,0,4112.9,0.435,2.99,360.51,1
111,5676.72,88.05,4,3.12,84.55,15,1.12,7.1,9.03,97.92,7,2077.84,0.189,2.59,296.12,1
186,19038.11,95.35,5,1.4,77.07,1,1.3,6.2,2.37,92.18,10,3615.63,0.39,1.63,437.73,1
509,17562.14,97.86,5,3.92,91.65,18,0.07,2.35,1.21,94.3,8,1592.38,0.1,3.95,461.98,1
751,6762.57,93.05,5,2.84,83.38,11,1.08,8.97,0.35,91.22,3,2981.68,0.323,3.94,292.76,0
843,5897.37,82.49,0,3.44,60.38,19,3.69,5.65,0.45,83.62,5,1010.52,0.245,3.72,492.69,1
488,17520.61,85.91,4,2.12,82.79,11,4.28,2.62,1.92,96.94,1,1774.35,0.253,6.34,128.81,1
366,7336.37,98.27,0,2.48,85.34,3,4.49,8.18,6.08,96.56,3,3526.94,0.198,7.76,210.54,0
972,13023.47,81.77,0,1.31,96.61,0,1.95,7.28,0.18,86.99,7,4497.45,0.21,9.44,266.68,1
513,18736.17,88.14,4,3.9,76.55,13,1.6,7.2,2.87,95.28,1,1196.11,0.282,1.85,333.08,1
384,13511.72,98.85,2,1.21,82.98,13,5.0,5.42,0.58,90.86,5,3234.21,0.199,2.35,318.37,0
498,10958.5,99.01,3,4.0,79.0,20,3.85,5.28,4.04,98.18,3,3547.1,0.287,6.31,327.19,1
110,11675.24,88.22,5,4.09,81.27,21,2.69,6.29,0.49,96.06,5,4729.56,0.331,1.88,458.5,1
372,5946.76,93.35,0,3.86,62.69,4,1.27,2.4,6.08,80.82,8,3620.58,0.384,4.34,211.03,1
564,19531.28,89.13,3,0.59,95.89,7,1.61,4.39,6.88,97.59,9,1412.13,0.371,6.62,426.74,0
927,9659.81,95.07,5,1.73,96.42,5,2.58,9.9,7.31,99.37,4,1586.98,0.197,8.02,323.2,0
765,7840.45,80.63,2,2.61,81.92,2,2.71,7.3,2.24,94.84,9,3543.06,0.116,2.96,296.2,1
803,9290.71,82.88,3,3.18,82.26,0,0.07,5.35,8.69,82.4,7,1862.48,0.433,7.01,219.77,1
590,19465.6,92.28,2,4.64,62.3,2,4.8,3.78,6.9,96.15,10,4713.22,0.449,6.81,221.63,1
199,6414.29,84.65,5,2.19,83.92,13,2.88,7.96,0.57,92.95,8,4682.75,0.492,8.74,255.39,1
452,18009.55,93.32,0,4.44,77.17,3,2.95,4.08,4.41,86.78,6,4794.62,0.484,3.82,405.4,1
998,15617.66,87.02,5,1.24,88.36,4,1.06,3.3,7.68,97.68,7,2171.81,0.354,7.75,290.69,1
139,17450.29,97.73,4,2.17,61.88,2,3.82,3.24,3.11,91.31,3,3867.8,0.458,7.77,161.53,1
892,19638.46,96.39,4,0.74,88.44,18,3.69,7.83,3.82,97.06,7,3652.06,0.279,3.15,403.95,1
716,17632.32,89.86,2,3.84,71.48,15,0.48,7.14,6.3,93.4,7,1142.42,0.415,6.59,365.35,1
355,19150.74,95.46,3,1.18,86.07,24,2.97,2.56,0.55,85.77,6,2062.26,0.482,7.08,479.7,0
800,6904.03,85.42,2,1.66,85.09,2,3.29,2.92,9.67,99.5,1,1827.07,0.419,3.47,311.77,1
854,16936.83,89.89,1,3.99,69.07,5,4.18,7.07,1.74,91.42,5,2483.23,0.266,5.07,361.77,1
138,13185.14,83.95,5,2.91,77.62,11,1.03,6.57,0.27,90.34,7,4812.21,0.251,4.92,291.73,1
195,13152.43,97.22,3,0.56,93.43,16,4.39,7.49,0.05,88.07,2,4382.41,0.217,7.96,372.31,0
699,18483.82,96.46,4,0.51,84.22,3,2.31,3.42,4.0,82.73,8,2173.7,0.247,1.01,274.45,1
1000,19577.06,98.04,0,2.8,62.75,5,0.48,7.81,8.84,93.72,9,3120.13,0.428,5.51,155.14,1
121,15572.57,97.55,4,1.87,77.72,10,0.53,9.49,8.2,88.62,5,1769.06,0.381,2.66,494.67,0
699,12244.08,99.19,3,1.31,72.47,0,0.99,6.81,9.12,98.69,10,2109.74,0.2,6.82,388.15,1
223,11846.06,84.57,5,3.26,85.67,9,1.41,3.57,5.34,99.3,9,1260.01,0.385,7.12,343.45,1
685,10795.12,98.64,0,1.53,84.58,18,2.48,7.44,4.49,95.35,5,3570.43,0.252,5.51,292.57,0
661,10423.99,91.42,3,3.16,60.42,13,3.74,4.74,3.86,84.85,9,3627.68,0.323,5.88,384.57,1
181,10872.6,88.45,3,2.21,84.31,10,0.93,2.39,0.46,94.32,10,4354.01,0.248,3.84,150.71,1
713,6346.3,91.21,3,1.34,89.39,12,4.96,4.42,9.1,80.41,1,4486.21,0.309,3.82,230.45,1
908,6161.54,86.85,0,1.12,90.75,23,0.81,9.24,4.96,96.53,10,1640.24,0.392,7.71,149.88,0
877,16698.05,85.77,2,1.57,62.36,13,3.0,5.29,4.55,89.87,0,3972.16,0.392,2.19,150.41,1
126,11691.09,84.83,1,0.63,72.15,13,4.64,8.92,5.15,98.73,5,1538.83,0.401,7.94,108.54,1
321,18960.27,81.65,3,1.89,76.85,23,4.16,6.07,7.94,87.56,10,2494.86,0.256,6.9,402.36,1
316,14183.32,89.93,1,4.56,67.19,3,3.24,6.14,2.24,85.26,7,3062.15,0.376,8.96,190.92,1
508,5527.64,97.76,2,4.24,76.83,2,3.58,2.04,7.1,99.9,2,1197.88,0.195,3.34,432.8,1
228,7362.85,92.6,3,2.17,62.85,11,0.67,7.1,7.11,90.61,7,1627.05,0.291,5.56,461.77,1
869,8087.3,90.42,0,3.09,64.53,7,0.05,2.86,8.5,97.26,2,2084.46,0.333,1.35,167.43,1
799,19636.04,88.57,4,3.05,86.75,5,2.17,5.83,0.09,98.22,2,1510.17,0.375,9.21,383.55,1
828,8280.56,89.29,4,4.23,70.5,2,0.45,4.08,1.7,90.37,10,4736.39,0.465,7.08,284.12,1
278,12736.34,84.19,0,1.56,88.46,21,1.79,5.14,4.71,89.11,0,2153.28,0.222,6.61,467.58,0
113,19042.65,96.46,0,1.83,61.92,15,1.12,6.3,8.51,91.06,10,3004.69,0.438,7.59,293.77,1
920,19657.89,83.97,5,1.86,82.51,17,4.58,2.12,9.65,96.95,4,4986.14,0.224,3.56,251.55,1
360,8545.41,94.33,1,0.68,75.66,2,4.4,4.28,5.95,99.29,0,3266.57,0.321,6.43,217.83,0
691,5736.76,95.2,5,1.92,91.88,8,4.09,9.92,2.12,86.57,8,2645.98,0.431,8.21,461.45,1
919,7304.03,91.5,2,4.45,91.36,15,3.57,2.46,1.85,94.77,0,4719.17,0.389,1.81,190.47,0
132,5949.93,97.26,2,4.6,75.02,13,0.77,4.56,6.39,85.71,3,1889.99,0.445,9.63,431.09,1
104,7926.86,85.82,1,0.99,84.91,17,0.24,4.57,2.1,92.22,2,1718.0,0.426,9.03,177.67,0
104,13528.55,97.63,3,2.56,69.1,16,3.27,5.04,5.53,96.1,8,3141.46,0.211,9.67,357.36,1
240,18686.73,94.59,0,2.22,83.22,10,3.21,7.48,8.35,97.73,4,2709.21,0.497,8.28,280.43,0
146,13058.28,95.97,2,2.7,63.25,19,1.85,3.98,3.9,88.97,7,4187.94,0.475,3.65,141.84,1
838,14389.84,93.29,2,3.0,77.38,6,2.36,5.68,3.78,87.4,0,1168.04,0.272,6.23,150.37,1
645,8028.01,96.93,0,0.59,67.31,2,2.45,7.16,0.36,85.07,7,3470.9,0.119,2.08,212.6,1
983,17008.75,99.86,2,4.29,95.34,22,1.2,4.58,2.54,82.67,7,3842.72,0.221,7.79,406.66,1
822,14266.83,88.4,3,4.88,77.8,0,1.57,9.59,6.98,87.3,3,4887.67,0.434,2.38,391.58,1
967,17962.05,96.28,4,3.44,83.63,7,2.09,9.84,3.6,97.44,9,1583.05,0.48,8.8,182.05,1
314,19232.65,94.89,0,3.47,74.42,2,3.02,2.96,1.58,88.38,5,1984.97,0.433,3.17,290.48,1
359,10218.51,89.06,5,2.88,71.55,5,4.78,4.75,1.06,86.35,7,4729.77,0.259,2.44,138.79,1
865,6358.69,98.54,5,2.0,68.12,9,2.69,3.66,0.95,94.78,1,3522.52,0.123,1.64,386.38,1
320,8388.93,87.89,4,1.17,96.47,3,3.66,3.49,6.59,84.31,10,1152.2,0.307,7.4,417.32,1
151,11567.62,91.31,5,3.13,91.98,11,4.04,5.93,6.13,85.13,2,1309.38,0.251,2.68,457.4,1
702,19185.4,82.12,2,0.7,65.33,23,0.57,6.51,5.19,98.72,6,4141.76,0.149,2.78,454.3,1
821,10674.65,84.52,4,4.21,89.87,3,3.27,5.41,5.0,81.63,0,3269.9,0.142,2.53,235.16,1
972,16561.6,96.81,4,2.39,76.74,23,2.41,4.18,1.53,88.29,0,3261.66,0.161,3.75,201.81,1
935,13107.15,87.93,3,2.37,60.62,10,2.86,4.23,5.01,91.54,1,4519.46,0.182,9.47,458.64,1
208,7742.13,87.88,1,1.97,81.13,14,0.19,9.94,0.6,84.61,10,1964.39,0.402,5.38,158.4,0
795,9811.01,84.92,3,4.86,65.2,11,4.53,9.39,9.26,85.62,2,1641.72,0.253,3.35,123.74,1
862,14797.88,89.83,5,1.29,68.4,7,4.76,2.61,0.58,84.44,9,3455.22,0.275,2.53,225.7,1
729,15092.8,96.12,5,1.18,87.84,2,0.02,7.25,4.24,86.9,6,4529.69,0.339,1.17,404.12,0
838,11521.4,97.9,2,1.24,70.29,14,1.06,5.66,0.01,97.97,0,2061.0,0.484,4.28,377.68,0
855,8429.68,81.4,1,3.46,95.68,22,0.9,7.51,7.86,88.63,4,3725.18,0.403,1.99,494.82,1
502,15828.6,91.5,4,4.96,86.29,13,3.91,6.78,1.66,88.36,5,1609.52,0.358,1.24,243.81,1
136,7533.1,89.35,0,1.56,93.29,14,2.99,9.11,9.25,87.73,2,1687.63,0.398,1.93,210.34,0
511,19050.05,92.29,0,4.58,84.61,16,0.89,2.54,0.44,99.28,6,4606.04,0.388,3.87,251.28,0
281,7818.55,88.95,3,1.75,94.75,9,4.07,4.8,8.21,82.35,9,1471.86,0.376,7.76,412.9,1
202,6609.69,87.97,5,3.42,74.47,3,1.77,9.88,6.57,97.44,9,1097.38,0.299,1.6,185.72,1
212,12464.72,89.44,1,0.68,81.97,12,2.3,3.46,2.5,86.54,5,4099.76,0.327,7.11,479.1,1
728,12793.24,91.64,2,2.73,80.64,21,1.94,3.02,2.02,99.13,9,2450.04,0.285,6.58,305.02,0
554,12622.89,90.02,1,3.45,96.15,7,2.61,7.83,3.58,86.3,10,2586.63,0.258,8.94,413.26,1
586,11550.01,89.44,2,2.91,66.6,21,2.4,8.22,8.28,81.66,0,4199.43,0.208,2.66,430.9,1
771,19922.22,96.36,0,1.57,83.12,21,1.37,7.38,8.62,90.4,6,1719.74,0.242,8.15,291.53,0
593,12294.21,94.91,3,4.23,90.18,6,2.12,8.21,1.75,84.56,8,3601.31,0.271,8.78,396.55,1
667,12169.2,86.83,3,4.87,74.8,14,4.54,7.55,3.53,95.06,0,2254.11,0.332,9.79,245.88,1
177,11326.49,96.01,1,2.57,94.7,18,2.51,3.09,2.37,93.15,6,1417.07,0.3,8.28,424.37,0
866,6002.39,97.07,1,3.36,74.92,12,4.58,6.87,1.23,93.73,10,3749.98,0.143,2.11,429.56,1
504,13894.35,83.07,4,4.06,66.93,17,2.75,8.22,6.46,83.87,2,2274.66,0.236,9.52,326.48,1
239,8419.52,91.65,1,1.59,83.36,22,3.84,8.92,3.46,94.17,9,4466.42,0.25,8.33,187.26,0
832,14564.13,85.71,0,4.39,76.82,15,1.47,3.97,2.25,86.23,10,4676.14,0.383,2.91,488.09,1
761,5762.5,94.78,0,1.76,60.61,20,3.95,3.02,8.66,99.97,6,4396.21,0.233,2.49,478.79,1
147,19720.81,84.78,5,3.99,62.79,20,1.32,8.25,7.48,94.64,6,2289.41,0.103,9.43,347.93,1
273,12035.08,93.43,2,1.0,67.81,20,0.1,4.05,7.74,91.81,5,1946.33,0.134,2.4,493.55,0
114,18451.33,85.1,0,1.8,90.77,21,0.8,2.26,0.39,97.34,4,4571.2,0.299,7.99,301.12,0
343,12133.42,90.22,5,2.9,95.68,5,0.11,8.6,9.15,91.79,4,2811.79,0.175,4.65,250.19,1
190,5904.96,98.97,0,2.86,81.83,0,4.74,6.05,5.75,91.05,5,3830.96,0.298,7.51,284.2,0
739,17333.2,87.63,2,4.33,64.22,3,5.0,4.61,5.04,84.75,5,4308.66,0.33,1.83,118.36,1
570,14722.76,97.51,0,4.98,81.38,6,3.81,2.09,0.11,93.56,9,2110.75,0.473,7.53,319.65,1
983,16726.36,99.74,4,0.98,94.22,17,0.54,2.28,8.98,87.49,8,1476.39,0.362,5.61,366.49,1
775,11422.55,97.5,4,1.72,89.98,12,4.49,8.34,5.44,80.86,3,3499.31,0.112,9.1,143.81,1
651,14569.05,83.32,4,2.11,71.64,11,3.72,5.92,8.25,96.32,5,3360.77,0.252,2.7,202.24,1
558,17843.44,96.39,1,2.66,64.96,0,1.66,3.2,6.56,81.04,2,2080.8,0.417,1.98,388.47,1
149,14465.98,80.64,1,2.72,96.03,17,2.51,4.87,7.97,93.45,1,3338.83,0.204,2.77,417.44,1
163,10215.1,87.87,5,4.35,94.16,9,3.31,3.32,6.93,83.13,4,4161.43,0.47,1.71,494.35,1
655,14937.94,97.41,4,3.97,62.15,19,0.12,2.9,9.21,88.65,0,2400.04,0.312,9.82,201.29,1
103,15077.81,93.78,0,0.58,92.95,2,2.51,4.21,2.25,97.18,9,1969.27,0.137,2.11,436.58,0
138,19408.8,90.65,4,2.55,63.89,7,3.66,6.4,2.02,81.89,1,3900.0,0.197,2.81,168.84,1
297,10563.68,87.76,4,3.28,62.53,1,0.94,3.68,7.13,93.34,3,4143.49,0.463,8.29,152.35,1
896,11376.23,96.25,3,2.57,90.34,7,2.22,4.75,5.01,92.25,2,4817.16,0.497,3.22,391.68,1
513,17181.84,94.19,3,1.09,81.45,23,2.66,5.82,5.99,97.35,2,1590.34,0.445,3.0,278.35,0
739,12586.43,89.37,0,2.29,76.58,12,3.68,5.36,7.09,83.45,4,4557.06,0.228,7.05,417.57,1
470,16048.6,97.85,0,2.35,96.15,10,4.82,3.03,5.47,96.0,7,4060.4,0.408,4.59,213.03,0
255,11895.64,84.6,0,1.34,93.57,6,4.24,2.31,7.88,89.0,9,3807.6,0.189,8.52,185.28,1
434,8232.43,83.41,0,3.9,62.3,6,3.11,2.28,3.19,88.57,2,2252.21,0.254,6.74,319.52,1
182,16178.06,92.86,5,1.95,84.64,16,2.92,4.8,8.59,87.24,2,1088.77,0.379,3.59,146.12,1
793,6967.33,99.44,3,3.15,90.89,24,3.02,7.75,1.08,87.71,5,3030.2,0.488,6.38,211.5,0
265,7978.75,84.95,4,2.82,82.02,18,2.73,3.05,6.34,90.4,3,2143.08,0.276,8.8,166.49,1
439,14402.37,84.99,1,4.45,99.32,18,0.3,8.3,8.9,82.14,8,2159.28,0.298,4.28,228.02,1
983,16209.05,82.79,5,1.05,87.44,11,3.49,7.73,2.53,88.5,2,4708.55,0.188,7.63,406.2,1
633,18420.32,97.21,1,1.01,64.17,2,3.58,2.03,3.27,93.04,4,1611.88,0.261,4.74,148.3,1
513,9088.8,84.53,5,1.85,67.93,18,2.56,2.21,3.05,89.96,6,4736.93,0.125,5.89,344.75,1
589,6660.86,90.06,0,2.44,93.05,20,4.35,3.56,5.64,83.32,4,3015.23,0.443,7.6,333.91,0
806,19340.7,99.82,0,1.84,99.87,12,3.36,2.45,4.13,87.26,6,4353.12,0.109,1.54,315.25,0
